2017-01-18	14:36:10.890425506
2017-01-01	21:27:12.557383791
2017-01-01	21:27:32.645383901
2017-01-01	21:27:52.757384012
2017-01-01	21:45:08.925389702
2017-01-01	21:45:29.033389812
2017-01-01	21:45:49.117389923
2017-01-01	21:46:09.221390033
2017-01-01	21:47:31.873390487
2017-01-01	21:47:51.957390597
2017-01-01	21:48:12.049390708
2017-01-01	21:55:29.189393108
2017-01-01	21:55:49.301393219
2017-01-01	21:56:09.405393329
2017-01-01	21:57:30.689393776
2017-01-01	21:57:50.793393886
2017-01-01	21:58:10.881393996
2017-01-01	21:58:30.961394107
2017-01-01	22:00:39.785394814
2017-01-01	22:00:59.889394925
2017-01-01	22:01:19.989395035
2017-01-01	22:01:40.089395145
2017-01-01	22:56:08.817413097
2017-01-01	22:56:28.949413207
2017-01-01	22:56:49.049413318
2017-01-01	23:12:59.113418645
2017-01-01	23:13:19.201418755
2017-01-01	23:13:39.293418866
2017-01-01	23:28:27.969423746
2017-01-01	23:28:48.097423857
2017-01-01	23:29:08.161423967
2017-01-01	23:29:28.261424077
2017-01-01	23:30:08.241424297
2017-01-01	23:30:28.337424407
2017-01-01	23:30:48.417424518
2017-01-01	23:31:08.509424628
2017-01-01	23:44:43.097429102
2017-01-01	23:45:03.193429212
2017-01-01	23:45:23.293429322
2017-01-01	23:45:43.385429433
2017-01-01	23:46:22.169429646
2017-01-01	23:46:42.269429756
2017-01-01	23:47:02.369429866
2017-01-01	23:47:22.465429977
2017-01-01	23:47:24.057429986
2017-01-01	23:47:44.145430096
2017-01-01	23:48:04.225430206
2017-01-01	23:48:24.309430316
2017-01-01	23:48:37.969430391
2017-01-01	23:48:58.065430502
2017-01-01	23:49:18.153430612
2017-01-01	23:49:38.285430723
2017-01-01	23:52:24.569431636
2017-01-01	23:52:44.645431746
2017-01-01	23:53:04.749431857
2017-01-01	23:53:24.833431967
2017-01-02	07:21:30.033579616
2017-01-02	07:21:50.129579727
2017-01-02	07:22:10.221579837
2017-01-02	07:24:26.613580586
2017-01-02	07:24:46.749580697
2017-01-02	07:25:06.885580807
2017-01-02	07:26:32.569581278
2017-01-02	07:26:52.669581388
2017-01-02	07:27:12.801581499
2017-01-02	07:30:41.297582644
2017-01-02	07:31:01.405582754
2017-01-02	07:31:21.529582865
2017-01-02	07:47:11.705588083
2017-01-02	07:47:31.801588193
2017-01-02	07:47:51.889588304
2017-01-02	09:03:05.289613091
2017-01-02	09:03:25.401613201
2017-01-02	09:03:45.509613312
2017-01-02	09:33:27.957623100
2017-01-02	09:33:48.061623211
2017-01-02	09:34:08.165623321
2017-01-02	09:34:28.265623432
2017-01-02	09:58:26.501631330
2017-01-02	09:58:46.617631441
2017-01-02	09:59:06.705631551
2017-01-02	09:59:26.805631661
2017-01-02	10:53:53.205649600
2017-01-02	10:54:13.297649710
2017-01-02	10:54:33.401649821
2017-01-02	10:55:37.657650174
2017-01-02	10:55:57.745650284
2017-01-02	10:56:17.825650394
2017-01-02	10:57:25.877650768
2017-01-02	10:57:45.981650878
2017-01-02	10:58:06.101650989
2017-01-02	11:01:54.989652246
2017-01-02	11:02:15.089652356
2017-01-02	11:02:35.181652467
2017-01-02	11:03:32.393652781
2017-01-02	11:03:52.509652891
2017-01-02	11:04:12.609653002
2017-01-02	11:05:30.565653430
2017-01-02	11:05:50.657653540
2017-01-02	11:06:10.773653651
2017-01-02	11:23:54.313659491
2017-01-02	11:24:14.417659602
2017-01-02	11:24:34.517659712
2017-01-02	11:54:21.929669528
2017-01-02	11:54:42.013669639
2017-01-02	11:55:02.113669749
2017-01-02	11:58:58.037671045
2017-01-02	11:59:18.145671155
2017-01-02	11:59:38.249671266
2017-01-02	11:59:58.337671376
2017-01-02	12:05:47.633673294
2017-01-02	12:06:07.713673405
2017-01-02	12:06:27.809673515
2017-01-02	12:06:58.881673686
2017-01-02	12:07:19.009673796
2017-01-02	12:07:39.097673906
2017-01-02	12:08:02.077674033
2017-01-02	12:08:22.177674143
2017-01-02	12:08:42.873674257
2017-01-02	12:19:38.477677857
2017-01-02	12:19:58.573677967
2017-01-02	12:20:18.693678078
2017-01-02	12:39:34.725684427
2017-01-02	12:39:54.829684537
2017-01-02	12:40:14.921684647
2017-01-02	12:41:34.885685087
2017-01-02	12:41:55.021685197
2017-01-02	12:42:15.125685308
2017-01-02	12:47:32.777687052
2017-01-02	12:47:52.885687163
2017-01-02	12:48:12.977687273
2017-01-02	13:09:31.405694294
2017-01-02	13:09:51.561694405
2017-01-02	13:10:11.685694515
2017-01-02	13:28:33.529700566
2017-01-02	13:28:53.633700677
2017-01-02	13:29:13.745700787
2017-01-02	13:39:10.685704065
2017-01-02	13:39:30.773704176
2017-01-02	13:39:50.885704286
2017-01-02	13:44:01.213705661
2017-01-02	13:44:21.717705774
2017-01-02	13:44:40.817705878
2017-01-02	13:45:15.421706068
2017-01-02	13:45:35.537706179
2017-01-02	13:45:55.645706289
2017-01-02	14:01:43.457711495
2017-01-02	14:02:03.561711605
2017-01-02	14:02:23.661711715
2017-01-02	14:02:46.565711841
2017-01-02	14:03:06.689711952
2017-01-02	14:03:26.769712062
2017-01-02	14:03:47.765712177
2017-01-02	14:04:07.877712288
2017-01-02	14:04:27.973712398
2017-01-02	16:04:19.137751891
2017-01-02	16:04:39.229752001
2017-01-02	16:04:59.317752112
2017-01-02	16:46:15.285765709
2017-01-02	16:46:35.365765819
2017-01-02	16:46:55.461765930
2017-01-02	16:48:43.029766521
2017-01-02	16:49:03.137766631
2017-01-02	16:49:23.249766741
2017-01-02	16:49:44.257766857
2017-01-02	16:50:04.357766967
2017-01-02	16:50:24.461767078
2017-01-02	16:57:29.117769410
2017-01-02	16:57:49.233769520
2017-01-02	16:58:09.345769631
2017-01-02	16:59:04.597769934
2017-01-02	16:59:24.697770045
2017-01-02	16:59:44.809770155
2017-01-02	17:02:54.337771196
2017-01-02	17:03:14.445771306
2017-01-02	17:03:34.537771417
2017-01-02	17:04:50.533771834
2017-01-02	17:05:10.641771944
2017-01-02	17:05:30.901772056
2017-01-02	17:06:40.041772435
2017-01-02	17:07:00.149772546
2017-01-02	17:07:20.253772656
2017-01-02	17:10:57.817773851
2017-01-02	17:11:17.953773962
2017-01-02	17:11:38.081774072
2017-01-02	17:11:59.153774188
2017-01-02	17:12:19.281774298
2017-01-02	17:12:39.401774409
2017-01-02	17:13:21.317774639
2017-01-02	17:13:41.477774750
2017-01-02	17:14:01.585774860
2017-01-02	17:15:42.313775413
2017-01-02	17:16:02.421775524
2017-01-02	17:16:22.545775634
2017-01-02	17:16:43.601775750
2017-01-02	17:17:03.721775861
2017-01-02	17:17:23.897775971
2017-01-02	17:24:26.369778292
2017-01-02	17:24:46.525778402
2017-01-02	17:25:06.637778513
2017-01-02	17:25:51.777778761
2017-01-02	17:26:11.921778871
2017-01-02	17:26:32.013778982
2017-01-02	17:29:48.253780059
2017-01-02	17:30:08.361780170
2017-01-02	17:30:28.461780280
2017-01-02	17:34:24.961781579
2017-01-02	17:34:45.169781690
2017-01-02	17:35:05.281781800
2017-01-02	17:37:10.781782490
2017-01-02	17:37:30.901782600
2017-01-02	17:37:51.069782711
2017-01-02	17:38:23.249782888
2017-01-02	17:38:43.369782998
2017-01-02	17:39:03.493783109
2017-01-02	17:39:26.581783235
2017-01-02	17:39:46.689783346
2017-01-02	17:40:06.829783456
2017-01-02	17:42:26.009784221
2017-01-02	17:42:46.161784331
2017-01-02	17:43:06.261784442
2017-01-02	17:45:56.813785378
2017-01-02	17:46:16.909785489
2017-01-02	17:46:37.009785599
2017-01-02	17:47:31.605785899
2017-01-02	17:47:51.709786009
2017-01-02	17:48:11.821786120
2017-01-02	17:49:17.809786482
2017-01-02	17:49:37.917786593
2017-01-02	17:49:58.013786703
2017-01-02	17:53:36.373787902
2017-01-02	17:53:56.473788013
2017-01-02	17:54:16.601788123
2017-01-02	17:56:08.153788736
2017-01-02	17:56:28.297788846
2017-01-02	17:56:48.417788957
2017-01-02	17:57:10.169789076
2017-01-02	17:57:30.281789187
2017-01-02	17:57:50.429789298
2017-01-02	17:58:12.269789417
2017-01-02	17:58:32.405789528
2017-01-02	17:58:52.557789639
2017-01-02	17:59:28.065789834
2017-01-02	17:59:48.197789944
2017-01-02	18:00:08.357790055
2017-01-02	18:00:44.629790254
2017-01-02	18:01:04.801790365
2017-01-02	18:01:24.941790476
2017-01-02	18:10:19.117793409
2017-01-02	18:10:39.229793520
2017-01-02	18:10:59.369793630
2017-01-02	18:17:58.713795933
2017-01-02	18:18:18.829796044
2017-01-02	18:18:38.949796154
2017-01-02	18:22:39.421797475
2017-01-02	18:22:59.545797585
2017-01-02	18:23:19.677797696
2017-01-02	18:24:51.613798201
2017-01-02	18:25:11.721798311
2017-01-02	18:25:31.825798422
2017-01-02	18:28:34.777799426
2017-01-02	18:28:54.873799537
2017-01-02	18:29:14.973799647
2017-01-02	18:41:26.005803662
2017-01-02	18:41:46.109803772
2017-01-02	18:42:06.221803883
2017-01-02	18:46:21.053805282
2017-01-02	18:46:41.173805393
2017-01-02	18:47:01.269805503
2017-01-02	18:48:28.565805983
2017-01-02	18:48:48.673806093
2017-01-02	18:49:08.845806204
2017-01-02	18:54:33.433807986
2017-01-02	18:54:53.581808097
2017-01-02	18:55:13.713808208
2017-01-02	19:11:54.729813705
2017-01-02	19:12:14.901813816
2017-01-02	19:12:35.013813926
2017-01-02	19:12:56.073814042
2017-01-02	19:13:16.189814152
2017-01-02	19:13:36.305814263
2017-01-02	19:15:55.237815026
